//	Liosta Minicíochta Focal Gaeilge | Irish Word Frequency List
//  A corpus-based, cleaned-up frequency list of Irish lemmas.
//  Created by Michal Boleslav Měchura, http://www.lexiconista.com/
//	Available under the Open Database License, http://opendatacommons.org/licenses/odbl/summary/
//  Date stamp: 2015-03-10
//  Format: rank [tab] lemma [tab] corpus frequency [tab] window size [new line]
//	For an explanation of what the columns mean, visit http://www.lexiconista.com/datasets/frequency-ga/

339	láidir	8659	3967
340	um	8649	3972
341	fáth	8642	3975
342	treo	8613	3989
343	déag	8613	3989
344	fadhb	8609	3990
345	cá	8536	4025
346	sláinte	8508	4038
347	coinne	8507	4038
348	cúl	8505	4039
349	pléigh	8504	4040
350	cas	8461	4060
351	dara	8448	4067
352	in aghaidh	8447	4067
353	aontaigh	8429	4076
354	sagart	8429	4076
355	mair	8419	4081
356	sórt	8410	4085
357	Eorpach	8410	4085
358	tábhachtach	8410	4085
359	cead	8376	4101
360	mír	8373	4103
361	don	8323	4128
362	dó	8318	4130
363	bonn	8304	4137
364	beo	8298	4140
365	íoc	8262	4158
366	dubh	8216	4181
367	scéim	8181	4199
368	seans	8159	4211
369	fómhar	8133	4224
370	bocht	8116	4233
371	aithin	8099	4242
372	cor	8028	4279
373	cogadh	8009	4289
374	poiblí	7955	4319
375	thiar	7941	4326
376	amhrán	7912	4342
377	tuill	7908	4344
378	foghlaim	7864	4369
379	lacha	7833	4386
380	cailín	7825	4390
381	gaoth	7744	4436
382	céim	7736	4441
383	ceathair	7716	4452
384	bia	7692	4466
385	dream	7664	4483
386	cumas	7653	4489
387	amhlaidh	7648	4492
388	at	7627	4504
389	tráth	7604	4518
390	clann	7600	4520
391	leanbh	7571	4538
392	leas	7558	4545
393	fonn	7550	4550
394	oscail	7548	4551
395	stair	7546	4553
396	críoch	7529	4563
397	brí	7521	4568
398	athraigh	7520	4568
399	cúram	7513	4573
400	ollscoil	7497	4582
401	ceannas	7492	4585
402	seachas	7473	4597
403	ól	7465	4602
404	cosain	7461	4605
405	cibé	7453	4609
406	díol	7410	4636
407	iontach	7401	4642
408	roinnt	7394	4646
409	imir	7388	4650
410	más	7387	4651
411	loch	7345	4677
412	abhaile	7345	4677
413	athrú	7235	4748
414	leibhéal	7221	4758
415	forbairt	7217	4760
416	cumhacht	7206	4768
417	cumann	7205	4768
418	toisc	7172	4790
419	bád	7145	4808
420	grá	7123	4823
421	ionann	7123	4823
422	soláthair	7119	4826
423	crann	7040	4880
424	ocht	7026	4890
425	tacaíocht	6986	4918
426	páirt	6962	4935
427	farraige	6952	4942
428	cónaigh	6933	4955
429	cloch	6920	4965
430	cinnte	6904	4976
431	sinn	6873	4999
432	glan	6823	5035
433	comórtas	6798	5054
434	solas	6797	5054
435	foirm	6774	5072
436	teastaigh	6712	5118
437	tuaisceart	6711	5119
438	teideal	6708	5121
439	litir	6698	5129
440	gné	6686	5138
441	plean	6684	5140
442	suim	6652	5165
443	cruthaigh	6648	5168
444	páirc	6642	5172
445	beatha	6615	5193
446	teaghlach	6599	5206
447	léann	6592	5212
448	bó	6590	5213
449	Mór	6553	5243
450	aithne	6547	5247
451	rogha	6542	5251
452	bris	6532	5259
453	pointe	6522	5268
454	bailigh	6513	5275
455	cuairt	6505	5281
456	dath	6493	5291
457	Sasana	6488	5295
458	olc	6485	5298
459	im	6474	5307
460	file	6465	5314
461	bog	6448	5328
462	leath	6443	5332
463	sóisialta	6420	5351
464	laghad	6406	5363
465	féile	6390	5376
466	uasal	6351	5409
467	conas	6344	5415
468	léigh	6309	5445
469	deacair	6308	5446
470	ceannaigh	6304	5450
471	lorg	6302	5451
472	aontas	6294	5458
473	clog	6289	5463
474	té	6287	5464
475	maraigh	6277	5473
476	thuaidh	6269	5480
477	dírigh	6261	5487
478	gníomh	6254	5493
479	grian	6241	5505
480	dócha	6232	5513
481	socraigh	6225	5519
482	úr	6216	5527
483	deireanach	6200	5541
484	freagra	6195	5546
485	comhphobal	6190	5550
486	cuí	6181	5558
487	arm	6157	5580
488	buachaill	6153	5583
489	dáta	6152	5584
490	Domhnach	6151	5585
491	dul	6149	5587
492	bán	6147	5589
493	éigean	6141	5594
494	amhras	6139	5596
495	scaoil	6128	5606
496	sibh	6126	5608
497	lár	6121	5613
498	píosa	6111	5622
499	thíos	6103	5629
500	trácht	6103	5629
501	líne	6099	5633
502	ór	6096	5636
503	seacht	6076	5654
504	tráthnóna	6059	5670
505	éist	6058	5671
506	rang	6047	5681
507	samhradh	6044	5684
508	Liam	6012	5714
509	fóill	5990	5735
510	dúchas	5987	5738
511	turas	5982	5743
512	os	5982	5743
513	mó	5945	5779
514	ith	5931	5792
515	tuairisc	5923	5800
516	speisialta	5920	5803
517	cuimhne	5904	5819
518	comhair	5902	5821
519	téarma	5880	5843
520	cuireadh	5879	5844
521	luigh	5873	5850
522	beith	5873	5850
523	riail	5852	5871
524	Meiriceá	5847	5876
525	fógra	5830	5893
526	thuas	5825	5898
527	páipéar	5823	5900
528	beart	5819	5904
529	tagair	5803	5920
530	cabhair	5789	5935
531	sraith	5782	5942
532	treoir	5779	5945
533	léamh	5766	5958
534	tine	5747	5978
535	áireamh	5686	6042
536	corp	5661	6069
537	craobh	5659	6071
538	oifigeach	5658	6072
539	nigh	5652	6078
540	fill	5632	6100
541	mian	5631	6101
542	cultúr	5603	6132
543	deara	5571	6167
544	siopa	5568	6170
545	Éireannach	5561	6178
546	mínigh	5519	6225
547	amharc	5516	6228
548	oibrigh	5502	6244
549	reacht	5497	6250
550	cuimhnigh	5482	6267
551	intinn	5468	6283
552	polasaí	5437	6319
553	capall	5420	6339
554	scannán	5410	6350
555	freagair	5396	6367
556	gníomhaíocht	5392	6372
557	bua	5389	6375
558	údar	5378	6388
559	leaba	5371	6396
560	comhalta	5366	6402
561	tuismitheoir	5350	6422
562	deich	5348	6424
563	rún	5337	6437
564	teilifís	5337	6437
565	dearg	5320	6458
566	tagairt	5313	6466
567	freastail	5309	6471
568	eagla	5298	6485
569	baint	5290	6494
570	L	5288	6497
571	slán	5286	6499
572	ainneoin	5262	6529
573	garda	5243	6553
574	braith	5238	6559
575	leasaigh	5225	6575
576	ceangail	5222	6579
577	laistigh	5218	6584
578	raidió	5217	6585
579	éadach	5208	6597
580	tionchar	5205	6601
581	idirnáisiúnta	5201	6606
582	eagraíocht	5178	6635
583	aird	5178	6635
584	fáilte	5164	6653
585	aer	5121	6709
586	pós	5118	6713
587	beagán	5112	6721
588	dráma	5108	6726
589	caighdeán	5103	6732
590	fiche	5097	6740
591	luach	5094	6744
592	pictiúr	5093	6746
593	déanach	5085	6756
594	airgeadas	5084	6758
595	domhain	5074	6771
596	sise	5051	6802
597	feidhmigh	5030	6830
598	coinníoll	5029	6832
599	sliabh	5026	6836
600	réitigh	5022	6841
601	réidh	5009	6859
602	fírinne	4989	6886
603	foinse	4976	6904
604	ré	4971	6911
605	neart	4969	6914
606	comhar	4960	6927
607	tusa	4947	6945
608	oifigiúil	4939	6956
609	uachtarán	4920	6983
610	toil	4902	7009
611	modh	4893	7021
612	cum	4888	7029
613	scríbhneoir	4888	7029
614	triúr	4886	7031
615	leigheas	4836	7104
616	scrúdú	4821	7126
617	Nollaig	4818	7131
618	pleanáil	4814	7137
619	fógair	4801	7156
620	cuidigh	4790	7172
621	Peadar	4764	7212
622	roghnaigh	4763	7213
623	iontas	4762	7215
624	smaoineamh	4741	7247
625	cuideachta	4731	7262
626	stop	4730	7263
627	cuntas	4729	7265
628	creideamh	4729	7265
629	aonar	4724	7273
630	páirteach	4721	7277
631	taispeáin	4714	7288
632	geal	4710	7294
633	filíocht	4701	7308
634	baol	4667	7361
635	tiarna	4665	7365
636	ciallaigh	4659	7374
637	láithreach	4635	7412
638	coimeád	4626	7427
639	marbh	4625	7428
640	críochnaigh	4618	7440
641	smaoinigh	4603	7464
642	teacht	4597	7474
643	deoch	4592	7482
644	parlaimint	4589	7487
645	os cionn	4576	7508
646	álainn	4573	7513
647	greim	4555	7542
648	carr	4555	7542
649	fosta	4551	7549
650	staidéar	4549	7552
651	suíomh	4542	7564
652	aimsigh	4538	7571
653	géar	4534	7577
654	dalta	4510	7618
655	gar	4497	7640
656	deo	4483	7664
657	faisnéis	4483	7664
658	costas	4474	7679
659	port	4471	7684
660	trom	4470	7686
661	fianaise	4466	7693
662	droim	4465	7695
663	dáiríre	4457	7708
664	iompair	4441	7736
665	troid	4436	7745
666	anam	4434	7748
667	leagan	4427	7761
668	teagasc	4416	7780
669	cruinniú	4416	7780
670	eagraigh	4409	7792
671	bhuel	4406	7798
672	ócáid	4395	7817
673	codail	4393	7821
674	uimhir	4382	7840
675	tuath	4379	7846
676	brath	4356	7887
677	dochtúir	4351	7896
678	fiafraigh	4351	7896
679	ciall	4345	7907
680	ardaigh	4343	7911
681	buaigh	4336	7923
682	oidhreacht	4326	7942
683	cinntigh	4308	7975
684	abhainn	4279	8029
685	deimhin	4275	8037
686	cothaigh	4267	8052
687	á	4267	8052
688	glas	4259	8067
689	airde	4257	8071
690	soiléir	4253	8078
691	pearsanta	4242	8099
692	foras	4228	8126
693	aistrigh	4223	8135
694	spéis	4221	8139
695	dualgas	4217	8147
696	iníon	4213	8155
697	dearmad	4203	8174
698	sín	4200	8180
699	próiseas	4195	8190
700	spórt	4190	8200
701	fostaíocht	4173	8233
702	banc	4159	8261
703	gleann	4157	8265
704	litríocht	4149	8281
705	comhlíon	4146	8287
706	sean	4143	8293
707	polaitíocht	4140	8299
708	réim	4119	8341
709	ráiteas	4118	8343
710	iarthar	4117	8345
711	sonraigh	4107	8365
712	gnáth	4100	8380
713	beartaigh	4100	8380
714	guth	4096	8388
715	bronn	4080	8421
716	dochar	4070	8441
717	slua	4070	8441
718	cinneadh	4063	8456
719	nuachtán	4051	8481
720	radharc	4051	8481
721	cion	4049	8485
722	iasc	4038	8508
723	dár	4035	8515
724	spreag	4019	8548
725	margadh	4018	8551
726	toghchán	4008	8572
727	comhaontú	4005	8578
728	brúigh	4004	8580
729	diabhal	4000	8589
730	daonna	3995	8600
731	leathan	3994	8602
732	socrú	3979	8634
733	Tadhg	3978	8637
734	feachtas	3976	8641
735	club	3974	8645
736	deartháir	3966	8663
737	formhór	3960	8676
738	ordú	3950	8698
739	bláth	3950	8698
740	nuacht	3949	8700
741	riachtanas	3944	8711
742	fuinneog	3941	8718
743	teorainn	3934	8733
744	tuiscint	3927	8749
745	gairid	3920	8764
746	trasna	3919	8767
747	taisteal	3919	8767
748	malairt	3915	8776
749	suíochán	3914	8778
750	thall	3913	8780
751	áis	3913	8780
752	ainmhí	3912	8782
753	nóiméad	3910	8787
754	íseal	3904	8800
755	liosta	3890	8832
756	caibidil	3885	8843
757	feabhas	3885	8843
758	gáir	3873	8871
759	siúl	3871	8875
760	carraig	3868	8882
761	taca	3865	8889
762	trá	3840	8947
763	glúin	3838	8952
764	stiúrthóir	3837	8954
765	cumarsáid	3832	8966
766	polaitiúil	3831	8968
767	San	3815	9006
768	maithe	3811	9015
769	cnoc	3806	9027
770	Caitliceach	3798	9046
771	taighde	3793	9058
772	imreoir	3790	9065
773	aigne	3779	9091
774	earra	3779	9091
775	aonad	3767	9120
776	ceadaigh	3765	9125
777	dúil	3759	9140
778	mall	3758	9142
779	saghas	3757	9145
780	duais	3754	9152
781	balla	3751	9159
782	taitin	3750	9162
783	tábhacht	3747	9169
784	oireachtas	3726	9221
785	méadaigh	3726	9221
786	Satharn	3722	9231
787	comhartha	3715	9248
788	mála	3711	9258
789	pé	3711	9258
790	caisleán	3707	9268
791	scil	3686	9321
792	saighdiúir	3684	9326
793	múin	3667	9369
794	síocháin	3662	9382
795	nóta	3657	9395
796	taithí	3657	9395
797	naoi	3655	9400
798	institiúid	3654	9402
799	diúltaigh	3637	9446
800	meall	3618	9496
801	cuspóir	3618	9496
802	ábalta	3617	9499
803	ainmnigh	3610	9517
804	stáisiún	3606	9528
805	vóta	3605	9530
806	ginearálta	3604	9533
807	glór	3601	9541
808	riachtanach	3595	9557
809	imní	3592	9565
810	gníomhaigh	3590	9570
811	gluais	3587	9578
812	mothaigh	3583	9589
813	ceannaire	3582	9591
814	aníos	3582	9591
815	eaglais	3573	9616
816	bainisteoir	3572	9618
817	cathaoirleach	3567	9632
818	eolaíocht	3561	9648
819	deontas	3556	9662
820	ordaigh	3542	9700
821	rialta	3541	9702
822	teachta	3540	9705
823	ospidéal	3540	9705
824	bille	3537	9713
825	cill	3536	9716
826	teagmháil	3535	9719
827	comhrá	3522	9755
828	foirgneamh	3519	9763
829	tionscal	3504	9805
830	Eoin	3499	9819
831	cruinnigh	3499	9819
832	nocht	3489	9847
833	tada	3488	9850
834	tuarascáil	3488	9850
835	rialachán	3485	9858
836	bac	3484	9861
837	cloigeann	3477	9881
838	paróiste	3475	9887
839	aidhm	3474	9890
840	trua	3469	9904
841	gáire	3467	9910
842	cló	3458	9935
843	éan	3456	9941
844	gearán	3456	9941
845	buíochas	3455	9944
846	eachtra	3451	9956
847	adhmad	3448	9964
848	poll	3433	10008
849	glaoigh	3428	10022
850	scríbhinn	3421	10043
851	samhlaigh	3408	10081
852	spéir	3408	10081
853	cruinn	3407	10084
854	scór	3390	10135
855	milliún	3382	10159
856	éiligh	3378	10171
857	ioncam	3359	10228
858	fuar	3356	10237
859	leathanach	3355	10240
860	ráta	3348	10262
861	teip	3345	10271
862	Londain	3319	10351
863	gaol	3310	10380
864	breac	3298	10417
865	timpeallacht	3296	10424
866	easpa	3272	10500
867	galar	3271	10503
868	gasúr	3261	10536
869	gorm	3258	10545
870	deacracht	3258	10545
871	oiliúint	3255	10555
872	caidreamh	3251	10568
873	ciúin	3242	10597
874	can	3236	10617
875	Márta	3228	10643
876	crua	3227	10647
877	iarrthóir	3224	10657
878	bosca	3217	10680
879	peil	3212	10696
880	aitheantas	3212	10696
881	theas	3201	10733
882	éineacht	3194	10757
883	traidisiún	3189	10773
884	ullmhaigh	3183	10794
885	réimse	3181	10801
886	clé	3180	10804
887	Luan	3179	10807
888	ceangal	3172	10831
889	caiteachas	3171	10835
890	punt	3170	10838
891	scrúdaigh	3166	10852
892	gluaiseacht	3152	10900
893	poblacht	3146	10921
894	beartas	3145	10924
895	cath	3145	10924
896	urlár	3131	10973
897	triail	3129	10980
898	seasamh	3126	10991
899	fuinneamh	3124	10998
900	béim	3117	11022
901	tóir	3114	11033
902	coitianta	3107	11058
903	éisteacht	3101	11079
904	cothrom	3098	11090
905	Muire	3095	11101
906	sroich	3092	11111
907	cál	3078	11162
908	foráil	3077	11166
909	bainistíocht	3076	11169
910	fostaí	3068	11198
911	Corcaigh	3066	11206
912	brú	3059	11231
913	taifead	3045	11283
914	scrios	3043	11290
915	nádúrtha	3040	11302
916	bunscoil	3033	11328
917	eas	3033	11328
918	saothraigh	3033	11328
919	iomaí	3028	11346
920	scoláire	3026	11354
921	teann	3021	11373
922	léiriú	3021	11373
923	muna	3020	11376
924	binn	3005	11433
925	Aibreán	2999	11456
926	éifeacht	2994	11475
927	beagnach	2992	11483
928	buille	2990	11491
929	dóthain	2987	11502
930	máistir	2978	11537
931	tor	2977	11541
932	níl	2974	11552
933	B	2962	11599
934	croch	2951	11642
935	amhail	2949	11650
936	fórsa	2939	11690
937	ord	2938	11694
938	déanta	2932	11718
939	comhdháil	2932	11718
940	taoiseach	2931	11722
941	domhanda	2930	11726
942	madra	2916	11782
943	seilbh	2915	11786
944	óige	2913	11794
945	laoch	2911	11802
946	iniúch	2904	11831
947	sliocht	2900	11847
948	comhairleoir	2888	11896
949	stad	2881	11925
950	fine	2876	11946
951	Síle	2874	11954
952	long	2868	11979
953	éifeachtach	2868	11979
954	lasmuigh	2866	11988
955	gloine	2865	11992
956	breithiúnas	2863	12000
957	sáraigh	2849	12059
958	on	2843	12085
959	craiceann	2843	12085
960	cuimhin	2841	12093
961	cosc	2836	12115
962	Brian	2835	12119
963	tionscadal	2835	12119
964	iasacht	2833	12127
965	feasta	2833	12127
966	iamh	2830	12140
967	cleacht	2829	12145
968	go ceann	2829	12145
969	leasú	2821	12179
970	limistéar	2819	12188
971	ceithre	2815	12205
972	Eanáir	2813	12214
973	cósta	2812	12218
974	babhta	2811	12222
975	éileamh	2810	12227
976	ionsaí	2808	12235
977	aisteach	2808	12235
978	C	2808	12235
979	ionadh	2800	12270
980	teas	2797	12283
981	méad	2792	12305
982	aíocht	2788	12323
983	tionscnamh	2788	12323
984	cóip	2785	12336
985	bunúsach	2783	12345
986	tae	2782	12350
987	cáilíocht	2780	12359
988	rás	2773	12390
989	bróg	2771	12399
990	togh	2763	12435
991	breith	2763	12435
992	buí	2761	12444
993	cruth	2746	12512
994	áthas	2745	12516
995	anonn	2744	12521
996	tuilleadh	2740	12539
997	téacs	2739	12544
998	muir	2735	12562
999	suntasach	2733	12571
1000	tacaigh	2732	12576
1001	taispeántas	2726	12603
1002	feirm	2719	12636
1003	seal	2718	12641
1004	struchtúr	2715	12654
1005	iris	2700	12725
1006	príosún	2699	12729
1007	smacht	2699	12729
1008	eisigh	2695	12748
1009	muc	2680	12820
1010	halla	2676	12839
1011	anocht	2671	12863
1012	dona	2660	12916
1013	ealaíontóir	2659	12921
1014	agallamh	2655	12940
1015	réiteach	2651	12960
1016	féar	2648	12975
1017	cois	2645	12989
1018	comhthéacs	2643	12999
1019	ról	2638	13024
1020	eol	2632	13054
1021	iompar	2628	13073
1022	feirmeoir	2628	13073
1023	for	2626	13083
1024	cosúlacht	2623	13098
1025	daingean	2617	13128
1026	lag	2616	13133
1027	faitíos	2615	13138
1028	saoire	2614	13143
1029	i gceann	2610	13164
1030	póca	2608	13174
1031	comhluadar	2606	13184
1032	araon	2604	13194
1033	cultúrtha	2602	13204
1034	príobháideach	2600	13214
1035	dóchas	2600	13214
1036	teannta	2600	13214
1037	gléas	2596	13235
1038	anuraidh	2589	13270
1039	léitheoir	2589	13270
1040	Micheál	2588	13275
1041	miste	2587	13281
1042	náisiún	2582	13306
1043	bréag	2576	13337
1044	gunna	2571	13363
1045	bus	2568	13379
1046	clúdaigh	2563	13405
1047	carn	2557	13436
1048	fán	2551	13468
1049	caora	2550	13473
1050	infheistíocht	2550	13473
1051	planda	2546	13494
1052	ceadúnas	2545	13500
1053	oiriúnach	2540	13526
1054	las	2533	13564
1055	vótáil	2531	13574
1056	coimisinéir	2531	13574
1057	aniar	2530	13580
1058	dearc	2529	13585
1059	moill	2525	13607
1060	cine	2525	13607
1061	dein	2524	13612
1062	déanaí	2522	13623
1063	snámh	2519	13639
1064	stiúir	2518	13645
1065	airigh	2517	13650
1066	iomchuí	2515	13661
1067	spás	2515	13661
1068	cnámh	2513	13672
1069	rabh	2511	13683
1070	bainne	2503	13726
1071	caol	2500	13743
1072	géill	2491	13792
1073	caoin	2490	13798
1074	druga	2489	13804
1075	cárta	2487	13815
1076	Críost	2487	13815
1077	son	2485	13826
1078	achar	2483	13837
1079	ubh	2481	13848
1080	bhur	2481	13848
1081	polaiteoir	2474	13887
1082	ollamh	2472	13898
1083	cúige	2468	13921
1084	cabhraigh	2467	13927
1085	leanúnach	2459	13972
1086	fadó	2456	13989
1087	uachtar	2455	13995
1088	D	2444	14058
1089	S	2442	14069
1090	uaireanta	2442	14069
1091	comparáid	2442	14069
1092	séipéal	2440	14081
1093	gruaig	2435	14110
1094	gort	2433	14121
1095	ionas	2428	14150
1096	maoinigh	2428	14150
1097	deirfiúr	2427	14156
1098	Aifreann	2422	14185
1099	ríocht	2422	14185
1100	simplí	2421	14191
1101	praghas	2417	14215
1102	neamhspleách	2416	14221
1103	laghdaigh	2415	14227
1104	glacadh	2409	14262
1105	reachtaíocht	2407	14274
1106	oibriú	2401	14309
1107	geimhreadh	2398	14327
